,ID,SId,Image,Name,Element,Damage,Description,Code,MB,Notes,Other Properties,Version,,,,,,,,,,,,,,,
,44,45,image43.png,RlngLog3,Wood,90,Send out 2 logs 2pnl fwd,"F (CF) Shrubby3 (LV 9-S), (CF) RarShrb2 (LV 9-S), Chip Order",38,Covers 2 rows depending on position but skips column in front of Megaman and fails over 1x2 holes.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,44,45,image43.png,RlngLog3,Wood,90,Send out 2 logs 2pnl fwd,"N (CG) Shrubby3 (LV 9-S), (CG) RarShrb2 (LV 9-S)",38,Covers 2 rows depending on position but skips column in front of Megaman and fails over 1x2 holes.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,44,45,image43.png,RlngLog3,Wood,90,Send out 2 logs 2pnl fwd,W Shrubby3 (LV 7-10),38,Covers 2 rows depending on position but skips column in front of Megaman and fails over 1x2 holes.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
-10,55,56,image44.png,MachGun1,Cursor,30,Fire 9sts at row w/clst enmy,* JudgeTreeComp 2 GMD,12,,,CG/CF,,,,,,,,,,,,,,,
,55,56,image44.png,MachGun1,Cursor,30,Fire 9sts at row w/clst enmy,A Gunner (LV 9-S),12,,,CG/CF,,,,,,,,,,,,,,,
,55,56,image44.png,MachGun1,Cursor,30,Fire 9sts at row w/clst enmy,R (CF) Gunner (LV 7-10),12,,,CG/CF,,,,,,,,,,,,,,,
,55,56,image44.png,MachGun1,Cursor,30,Fire 9sts at row w/clst enmy,"T (CG) Gunner (LV 7-10), Seaside Area 3 GMD, Chip Order",12,,,CG/CF,,,,,,,,,,,,,,,
,56,57,image40.png,MachGun2,Cursor,50,Fire 9sts at row w/clst enmy,E Shooter (LV 7-10),24,,,CG/CF,,,,,,,,,,,,,,,
,56,57,image40.png,MachGun2,Cursor,50,Fire 9sts at row w/clst enmy,"G (CF) Shooter (LV 9-S), (CF) RareGnnr (LV 5-S)",24,,,CG/CF,,,,,,,,,,,,,,,
,56,57,image40.png,MachGun2,Cursor,50,Fire 9sts at row w/clst enmy,"S (CG) Shooter (LV 9-S), (CG) RareGnnr (LV 5-S), Chip Order",24,,,CG/CF,,,,,,,,,,,,,,,
,57,58,image46.png,MachGun3,Cursor,70,Fire 9sts at row w/clst enmy,"B Sniper (LV 9-S), RarGnnr2 (LV 5-S)",36,,,CG/CF,,,,,,,,,,,,,,,
,57,58,image46.png,MachGun3,Cursor,70,Fire 9sts at row w/clst enmy,F (CG) Sniper (LV 7-10),36,,,CG/CF,,,,,,,,,,,,,,,
,57,58,image46.png,MachGun3,Cursor,70,Fire 9sts at row w/clst enmy,"M (CF) Sniper (LV 7-10), Chip Order",36,,,CG/CF,,,,,,,,,,,,,,,
-65,123,124,image52.png,HeatDrgn,Fire,140,Drgn near clst enmy Hit 2 rows,"G (CG) ErthDrgn (LV 9-S), (CG) WhteDrgn (LV 9-S)",40,Hits in a 2x3 range in a U-shape.,,CG/CF,,,,,,,,,,,,,,,
,123,124,image52.png,HeatDrgn,Fire,140,Drgn near clst enmy Hit 2 rows,"R (CF) ErthDrgn (LV 9-S), (CF) WhteDrgn (LV 9-S), Chip Order",40,Hits in a 2x3 range in a U-shape.,,CG/CF,,,,,,,,,,,,,,,
,123,124,image52.png,HeatDrgn,Fire,140,Drgn near clst enmy Hit 2 rows,T ErthDrgn (LV 9-S),40,Hits in a 2x3 range in a U-shape.,,CG/CF,,,,,,,,,,,,,,,
,124,125,image42.png,ElecDrgn,Elec,150,Drgn near clst enmy Hit 2 rows,"A (CF) ThdrDrgn (LV 9-S), (CF) BlckDrgn (LV 9-S)",40,"Hits in a 2x3 range in a U-shape, and cracks panels that it travels on.",,CG/CF,,,,,,,,,,,,,,,
,124,125,image42.png,ElecDrgn,Elec,150,Drgn near clst enmy Hit 2 rows,"L (CG) ThdrDrgn (LV 9-S), (CG) BlckDrgn (LV 9-S), Chip Order",40,"Hits in a 2x3 range in a U-shape, and cracks panels that it travels on.",,CG/CF,,,,,,,,,,,,,,,
,124,125,image42.png,ElecDrgn,Elec,150,Drgn near clst enmy Hit 2 rows,V ThdrDrgn (LV 9-S),40,"Hits in a 2x3 range in a U-shape, and cracks panels that it travels on.",,CG/CF,,,,,,,,,,,,,,,
,125,126,image49.png,AquaDrgn,Aqua,120,Drgn near clst enmy Hit 2 rows,"H (CF) WatrDrgn (LV 9-S), (CF) WhteDrgn (LV 9-S)",44,"Hits in a 2x3 range in a U-shape, and creates Ice panels that it travels on.",,CG/CF,,,,,,,,,,,,,,,
,125,126,image49.png,AquaDrgn,Aqua,120,Drgn near clst enmy Hit 2 rows,"P WatrDrgn (LV 9-S), Chip Order",44,"Hits in a 2x3 range in a U-shape, and creates Ice panels that it travels on.",,CG/CF,,,,,,,,,,,,,,,
,125,126,image49.png,AquaDrgn,Aqua,120,Drgn near clst enmy Hit 2 rows,"S (CG) WatrDrgn (LV 9-S), (CG) WhteDrgn (LV 9-S)",44,"Hits in a 2x3 range in a U-shape, and creates Ice panels that it travels on.",,CG/CF,,,,,,,,,,,,,,,
,126,127,image47.png,WoodDrgn,Wood,130,Drgn near clst enmy Hit 2 rows,"G (CG) WoodDrgn (LV 9-S), (CG) BlckDrgn (LV 9-S)",48,"Hits in a 2x3 range in a U-shape, and creates Grass panels that it travels on (only Wood chip that causes flashing).",Flashing,CG/CF,,,,,,,,,,,,,,,
,126,127,image47.png,WoodDrgn,Wood,130,Drgn near clst enmy Hit 2 rows,"T (CF) WoodDrgn (LV 9-S), (CF) BlckDrgn (LV 9-S), Chip Order",48,"Hits in a 2x3 range in a U-shape, and creates Grass panels that it travels on (only Wood chip that causes flashing).",Flashing,CG/CF,,,,,,,,,,,,,,,
,126,127,image47.png,WoodDrgn,Wood,130,Drgn near clst enmy Hit 2 rows,V WoodDrgn (LV 9-S),48,"Hits in a 2x3 range in a U-shape, and creates Grass panels that it travels on (only Wood chip that causes flashing).",Flashing,CG/CF,,,,,,,,,,,,,,,
,51,50,image51.png,AirHocky,Break,60,Bounce the puck off walls,"L Sky Area 2 GMD, Chip Order",19,Hits 11 times but stops on holes.,,CG/CF,,,,,,,,,,,,,,,
,51,50,image51.png,AirHocky,Break,60,Bounce the puck off walls,M Chip Trading (Central Town),19,Hits 11 times but stops on holes.,,CG/CF,,,,,,,,,,,,,,,
,51,50,image51.png,AirHocky,Break,60,Bounce the puck off walls,N Aster Land normal stock (3800 Z),19,Hits 11 times but stops on holes.,,CG/CF,,,,,,,,,,,,,,,
,52,51,image48.png,DrilArm,Break,70,Knocks enmy 2sq away,G Aster Land normal stock (5000 Z),32,Hits 3 times in a 2x1 range.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,52,51,image48.png,DrilArm,Break,70,Knocks enmy 2sq away,M Lotto Number (60884138),32,Hits 3 times in a 2x1 range.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,52,51,image48.png,DrilArm,Break,70,Knocks enmy 2sq away,W Pavilion Comp 1 GMD,32,Hits 3 times in a 2x1 range.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,53,52,image50.png,Tornado,Wind,20,8hit strm 2 squares ahead,L Aquarium HP PMD,16,"Deals double damage per hit and consumes the panel if used on an Ice, Grass, or Volcano panel.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,53,52,image50.png,Tornado,Wind,20,8hit strm 2 squares ahead,R Chip Order,16,"Deals double damage per hit and consumes the panel if used on an Ice, Grass, or Volcano panel.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,53,52,image50.png,Tornado,Wind,20,8hit strm 2 squares ahead,"T Central Areas BGMD, Robot Control Comps BGMD",16,"Deals double damage per hit and consumes the panel if used on an Ice, Grass, or Volcano panel.",Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,54,53,image53.png,Static,Wind,20,A static blast 2sq ahead,G Chip Trader,30,"Hits 8 times, and the range is increased based on number of unique bugs: 0 bugs 1x1, 1 bugs 2x1, 2 bugs 1x3 and 1x1 (reverse ElecPuls), 3 bugs 2x3.",,CG/CF,,,,,,,,,,,,,,,
,54,53,image53.png,Static,Wind,20,A static blast 2sq ahead,S Chip Order,30,"Hits 8 times, and the range is increased based on number of unique bugs: 0 bugs 1x1, 1 bugs 2x1, 2 bugs 1x3 and 1x1 (reverse ElecPuls), 3 bugs 2x3.",,CG/CF,,,,,,,,,,,,,,,
,54,53,image53.png,Static,Wind,20,A static blast 2sq ahead,"V (JP)(LC) Graveyard 1 NetMerchant (14600z), (GBA-EN) Graveyard NetMerchant (14600 Z)",30,"Hits 8 times, and the range is increased based on number of unique bugs: 0 bugs 1x1, 1 bugs 2x1, 2 bugs 1x3 and 1x1 (reverse ElecPuls), 3 bugs 2x3.",,CG/CF,,,,,,,,,,,,,,,
,58,54,image54.png,MiniBomb,,50,Throws a MiniBomb 3sq ahead,* Robot Control Comp 1 GMD,6,,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,58,54,image54.png,MiniBomb,,50,Throws a MiniBomb 3sq ahead,B LanFldr,6,,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,58,54,image54.png,MiniBomb,,50,Throws a MiniBomb 3sq ahead,"L LanFldr, GiftFldr",6,,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,58,54,image54.png,MiniBomb,,50,Throws a MiniBomb 3sq ahead,R Central Area 2 GMD,6,,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,60,55,image56.png,EnergBom,,40,Throws a bomb 3sq ahead,* JudgeTree Comp 2 GMD,11,Hits 3 times.,Flashing (3rd hit),CG/CF,,,,,,,,,,,,,,,
,60,55,image56.png,EnergBom,,40,Throws a bomb 3sq ahead,"C Robot Control Comp 2 GMD, Chip Order",11,Hits 3 times.,Flashing (3rd hit),CG/CF,,,,,,,,,,,,,,,
,60,55,image56.png,EnergBom,,40,Throws a bomb 3sq ahead,"K ExpoFldr, Class 1-1 Comp BMD",11,Hits 3 times.,Flashing (3rd hit),CG/CF,,,,,,,,,,,,,,,
,60,55,image56.png,EnergBom,,40,Throws a bomb 3sq ahead,V Seaside Area 2 GMD,11,Hits 3 times.,Flashing (3rd hit),CG/CF,,,,,,,,,,,,,,,
,61,56,image61.png,MegEnBom,,60,Throws a bomb 3sq ahead,* Mr. Weather Comp 3 GMD,27,Hits 3 times.,Flashing (3rd hit),CG/CF,,,,,,,,,,,,,,,
,61,56,image61.png,MegEnBom,,60,Throws a bomb 3sq ahead,"G Sky Area 1 GMD, Chip Order",27,Hits 3 times.,Flashing (3rd hit),CG/CF,,,,,,,,,,,,,,,
,61,56,image61.png,MegEnBom,,60,Throws a bomb 3sq ahead,"M Seaside Areas BGMD, Aquarium Comps BGMD",27,Hits 3 times.,Flashing (3rd hit),CG/CF,,,,,,,,,,,,,,,
,61,56,image61.png,MegEnBom,,60,Throws a bomb 3sq ahead,"O Aquarium Comp 3 GMD, Green Area 2 GMD",27,Hits 3 times.,Flashing (3rd hit),CG/CF,,,,,,,,,,,,,,,
,62,57,image55.png,FlshBom1,,40,Thrw dlyd stun bomb 3sq fwd,* Chip Trader,30,Stuns for 90F [Obstacle Type 3 (10 HP)].,Pierces Invisibl,CG/CF,,,,,,,,,,,,,,,
,62,57,image55.png,FlshBom1,,40,Thrw dlyd stun bomb 3sq fwd,J (CF) BigHat (HP ≤ 37.5%: LV 5-10),30,Stuns for 90F [Obstacle Type 3 (10 HP)].,Pierces Invisibl,CG/CF,,,,,,,,,,,,,,,
,62,57,image55.png,FlshBom1,,40,Thrw dlyd stun bomb 3sq fwd,L BigHat (LV 9-S),30,Stuns for 90F [Obstacle Type 3 (10 HP)].,Pierces Invisibl,CG/CF,,,,,,,,,,,,,,,
,62,57,image55.png,FlshBom1,,40,Thrw dlyd stun bomb 3sq fwd,"Q BigHat (LV 5-10) (CG: Any HP, CF: HP > 37.5%), Chip Order",30,Stuns for 90F [Obstacle Type 3 (10 HP)].,Pierces Invisibl,CG/CF,,,,,,,,,,,,,,,
,63,58,image69.png,FlshBom2,,70,Thrw dlyd stun bomb 3sq fwd,"G (CG) BigHat2 (LV 9-S), (CG) RarBgHat (LV 7-S)",34,Stuns for 150F [Obstacle Type 3 (15 HP)].,Pierces Invisibl,CG/CF,,,,,,,,,,,,,,,
,63,58,image69.png,FlshBom2,,70,Thrw dlyd stun bomb 3sq fwd,K BigHat2 (LV 7-10),34,Stuns for 150F [Obstacle Type 3 (15 HP)].,Pierces Invisibl,CG/CF,,,,,,,,,,,,,,,
,63,58,image69.png,FlshBom2,,70,Thrw dlyd stun bomb 3sq fwd,"R (CF) BigHat2 (LV 9-S), (CF) RarBgHat (LV 7-S), Chip Order",34,Stuns for 150F [Obstacle Type 3 (15 HP)].,Pierces Invisibl,CG/CF,,,,,,,,,,,,,,,
,64,59,image58.png,FlshBom3,,100,Thrw dlyd stun bomb 3sq fwd,H (CG) BigHat3 (LV 7-10),38,"Stuns for 150F, and blinds for 480F [Obstacle Type 3 (20 HP)].",Pierces Invisibl,CG/CF,,,,,,,,,,,,,,,
,64,59,image58.png,FlshBom3,,100,Thrw dlyd stun bomb 3sq fwd,P (CF) BigHat3 (LV 7-10),38,"Stuns for 150F, and blinds for 480F [Obstacle Type 3 (20 HP)].",Pierces Invisibl,CG/CF,,,,,,,,,,,,,,,
,64,59,image58.png,FlshBom3,,100,Thrw dlyd stun bomb 3sq fwd,"S BigHat3 (LV 9-S), RarBgHt2 (LV 7-S), Chip Order",38,"Stuns for 150F, and blinds for 480F [Obstacle Type 3 (20 HP)].",Pierces Invisibl,CG/CF,,,,,,,,,,,,,,,
,65,60,image57.png,BlkBomb,Fire,250,Thrw shel 3sqr fwd. Fire attk,B Pavillion Comp 1 GMD,32,Attaching WhiCapsl will cause collisions to deal their damage and the explosion damage. [Obstacle Type 1 (90 HP)].,Pseudo-Break (100 damage on collision),CG/CF,,,,,,,,,,,,,,,
,65,60,image57.png,BlkBomb,Fire,250,Thrw shel 3sqr fwd. Fire attk,"F Green HP PMD, Chip Order",32,Attaching WhiCapsl will cause collisions to deal their damage and the explosion damage. [Obstacle Type 1 (90 HP)].,Pseudo-Break (100 damage on collision),CG/CF,,,,,,,,,,,,,,,
,65,60,image57.png,BlkBomb,Fire,250,Thrw shel 3sqr fwd. Fire attk,O Chip Trader,32,Attaching WhiCapsl will cause collisions to deal their damage and the explosion damage. [Obstacle Type 1 (90 HP)].,Pseudo-Break (100 damage on collision),CG/CF,,,,,,,,,,,,,,,
,112,61,image59.png,AquaNdl1,Aqua,40,Target 3 needles at enemy!,"C Puffy (LV 9-S), RarePufy (LV 5-7), Mr. Weather Comp 1 GMD",31,"First hit causes flashing (needs Ice panel to land 2 hits, and WhiCapsl for 3).",,CG/CF,,,,,,,,,,,,,,,
,112,61,image59.png,AquaNdl1,Aqua,40,Target 3 needles at enemy!,J (CF) Puffy (LV 7-10),31,"First hit causes flashing (needs Ice panel to land 2 hits, and WhiCapsl for 3).",,CG/CF,,,,,,,,,,,,,,,
,112,61,image59.png,AquaNdl1,Aqua,40,Target 3 needles at enemy!,"P (CG) Puffy (LV 7-10), Chip Order",31,"First hit causes flashing (needs Ice panel to land 2 hits, and WhiCapsl for 3).",,CG/CF,,,,,,,,,,,,,,,
,113,62,image63.png,AquaNdl2,Aqua,60,Target 3 needles at enemy!,"F (CG) Puffy2 (LV 9-S), (CG) RarePufy (LV 7-S), (CG) RarPufy2 (LV 5-7)",35,"First hit causes flashing (needs Ice panel to land 2 hits, and WhiCapsl for 3).",,CG/CF,,,,,,,,,,,,,,,
,113,62,image63.png,AquaNdl2,Aqua,60,Target 3 needles at enemy!,"K Puffy2 (LV 7-10), Pavilion Comp 4 GMD, Chip Order",35,"First hit causes flashing (needs Ice panel to land 2 hits, and WhiCapsl for 3).",,CG/CF,,,,,,,,,,,,,,,
,113,62,image63.png,AquaNdl2,Aqua,60,Target 3 needles at enemy!,"T (CF) Puffy2 (LV 9-S), (CF) RarePufy (LV 7-S), (CF) RarPufy2 (LV 5-7)",35,"First hit causes flashing (needs Ice panel to land 2 hits, and WhiCapsl for 3).",,CG/CF,,,,,,,,,,,,,,,
,114,63,image60.png,AquaNdl3,Aqua,80,Target 3 needles at enemy!,"A Puffy3 (LV 9-S), RarPufy2 (LV 7-S), Chip Order",39,"First hit causes flashing (needs Ice panel to land 2 hits, and WhiCapsl for 3).",,CG/CF,,,,,,,,,,,,,,,
,114,63,image60.png,AquaNdl3,Aqua,80,Target 3 needles at enemy!,L (CF) Puffy3 (LV 7-10),39,"First hit causes flashing (needs Ice panel to land 2 hits, and WhiCapsl for 3).",,CG/CF,,,,,,,,,,,,,,,
,114,63,image60.png,AquaNdl3,Aqua,80,Target 3 needles at enemy!,U (CG) Puffy3 (LV 7-10),39,"First hit causes flashing (needs Ice panel to land 2 hits, and WhiCapsl for 3).",,CG/CF,,,,,,,,,,,,,,,
,36,64,image62.png,CornSht1,Wood,50,Damages enemies w/corn,"J BombCorn (LV 7-10), (CF) RareCorn (LV 5-10), Chip Order",14,Hits 2 times and creates a Grass panel on hit.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,36,64,image62.png,CornSht1,Wood,50,Damages enemies w/corn,K BombCorn (LV 5-7),14,Hits 2 times and creates a Grass panel on hit.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,36,64,image62.png,CornSht1,Wood,50,Damages enemies w/corn,"L BombCorn (LV 9-S), (CG) RareCorn (LV 5-10), Underground 2 GMD",14,Hits 2 times and creates a Grass panel on hit.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,37,65,image64.png,CornSht2,Wood,60,Damages enemies w/corn,"C MegaCorn (LV 9-S), (CF) RareCorn (LV 9-S), (CF) RarCorn2 (LV 5-10), Chip Order",26,Hits 2 times and creates a Grass panel on hit.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,37,65,image64.png,CornSht2,Wood,60,Damages enemies w/corn,"D MegaCorn (LV 7-10), (CG) RareCorn (LV 9-S), (CG) RarCorn2 (LV 5-10)",26,Hits 2 times and creates a Grass panel on hit.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,37,65,image64.png,CornSht2,Wood,60,Damages enemies w/corn,E MegaCorn (LV 5-7),26,Hits 2 times and creates a Grass panel on hit.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,38,66,image65.png,CornSht3,Wood,70,Damages enemies w/corn,"P GigaCorn (LV 7-10), (CF) RarCorn2 (LV 9-S), Chip Order",38,Hits 2 times and creates a Grass panel on hit.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,38,66,image65.png,CornSht3,Wood,70,Damages enemies w/corn,Q GigaCorn (LV 5-7),38,Hits 2 times and creates a Grass panel on hit.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,38,66,image65.png,CornSht3,Wood,70,Damages enemies w/corn,"R GigaCorn (LV 9-S), (CG) RarCorn2 (LV 9-S)",38,Hits 2 times and creates a Grass panel on hit.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,66,67,image67.png,BugBomb,,-,Throws a BugBomb 3sq ahead,G Aster Land Mr. Famous (8000 Z),24,"Causes confusion, and increases Battle HP or Custom Screen HP Bug by 1, or gives Panel Bug (1/8 chance to crack panel), or Buster Bug (4/16 chance to jam).",,CG/CF,,,,,,,,,,,,,,,
,66,67,image67.png,BugBomb,,-,Throws a BugBomb 3sq ahead,S Chip Trader,24,"Causes confusion, and increases Battle HP or Custom Screen HP Bug by 1, or gives Panel Bug (1/8 chance to crack panel), or Buster Bug (4/16 chance to jam).",,CG/CF,,,,,,,,,,,,,,,
,66,67,image67.png,BugBomb,,-,Throws a BugBomb 3sq ahead,V Chip Order,24,"Causes confusion, and increases Battle HP or Custom Screen HP Bug by 1, or gives Panel Bug (1/8 chance to crack panel), or Buster Bug (4/16 chance to jam).",,CG/CF,,,,,,,,,,,,,,,
,67,68,image66.png,GrasSeed,Wood,-,Makes 9sq meadow 3sq ahead,"* SoulFldr, JudgeTree Comp 3 GMD, Undernet Zero GMD",19,Collision with the seed reduces its range to just that panel.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,67,68,image66.png,GrasSeed,Wood,-,Makes 9sq meadow 3sq ahead,A Chip Trader,19,Collision with the seed reduces its range to just that panel.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,67,68,image66.png,GrasSeed,Wood,-,Makes 9sq meadow 3sq ahead,F Chip Trader,19,Collision with the seed reduces its range to just that panel.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,67,68,image66.png,GrasSeed,Wood,-,Makes 9sq meadow 3sq ahead,"S Green Area 1 GMD, Chip Order",19,Collision with the seed reduces its range to just that panel.,Non-Flashing,CG/CF,,,,,,,,,,,,,,,
,68,69,image70.png,IceSeed,Aqua,-,Makes 9sq ice field 3sq ahead,"* ExptFldr, ACDC HP BMD",31,Collision with the seed reduces its range to just that panel.,,CG/CF,,,,,,,,,,,,,,,
,68,69,image70.png,IceSeed,Aqua,-,Makes 9sq ice field 3sq ahead,A Pipe Comp BMD,31,Collision with the seed reduces its range to just that panel.,,CG/CF,,,,,,,,,,,,,,,
,68,69,image70.png,IceSeed,Aqua,-,Makes 9sq ice field 3sq ahead,L Chip Trader,31,Collision with the seed reduces its range to just that panel.,,CG/CF,,,,,,,,,,,,,,,
,68,69,image70.png,IceSeed,Aqua,-,Makes 9sq ice field 3sq ahead,R Chip Order,31,Collision with the seed reduces its range to just that panel.,,CG/CF,,,,,,,,,,,,,,,
,69,70,image72.png,PoisSeed,,-,Makes 9sq poisn swp 3sq ahead,* Chip Trader,37,Collision with the seed reduces its range to just that panel.,,CG/CF,,,,,,,,,,,,,,,
,69,70,image72.png,PoisSeed,,-,Makes 9sq poisn swp 3sq ahead,H Chip Trader,37,Collision with the seed reduces its range to just that panel.,,CG/CF,,,,,,,,,,,,,,,
,69,70,image72.png,PoisSeed,,-,Makes 9sq poisn swp 3sq ahead,N Chip Trader,37,Collision with the seed reduces its range to just that panel.,,CG/CF,,,,,,,,,,,,,,,
,69,70,image72.png,PoisSeed,,-,Makes 9sq poisn swp 3sq ahead,"P Sky Area 1 BugFrag Trader (48BF), Chip Order",37,Collision with the seed reduces its range to just that panel.,,CG/CF,,,,,,,,,,,,,,,
,70,71,image71.png,Sword,Sword,80,Cuts enmy in front! Range 1,"* ExptFldr, Aquarium Comp 1 GMD",8,,,CG/CF,,,,,,,,,,,,,,,
,70,71,image71.png,Sword,Sword,80,Cuts enmy in front! Range 1,H Chip Trader,8,,,CG/CF,,,,,,,,,,,,,,,
,70,71,image71.png,Sword,Sword,80,Cuts enmy in front! Range 1,L Central Area 1 GMD,8,,,CG/CF,,,,,,,,,,,,,,,
,70,71,image71.png,Sword,Sword,80,Cuts enmy in front! Range 1,"S LanFldr, ExpoFldr, GiftFldr, SoulFldr, Chip Order",8,,,CG/CF,,,,,,,,,,,,,,,
,71,72,image68.png,WideSwrd,Sword,80,Cuts enmy in front! Range 3,"* Aquarium Comp 2 GMD, Green Area 2 GMD",12,,,CG/CF,,,,,,,,,,,,,,,
,71,72,image68.png,WideSwrd,Sword,80,Cuts enmy in front! Range 3,H Chip Trader,12,,,CG/CF,,,,,,,,,,,,,,,
,71,72,image68.png,WideSwrd,Sword,80,Cuts enmy in front! Range 3,L Chip Trader,12,,,CG/CF,,,,,,,,,,,,,,,
,71,72,image68.png,WideSwrd,Sword,80,Cuts enmy in front! Range 3,"S LanFldr, ExpoFldr, GiftFldr, SoulFldr, Central Area 2 GMD, Chip Order",12,,,CG/CF,,,,,,,,,,,,,,,
,72,73,image74.png,LongSwrd,Sword,100,Cuts enmy in front! Range 2,* Underground Area 2 GMD,25,,,CG/CF,,,,,,,,,,,,,,,
,72,73,image74.png,LongSwrd,Sword,100,Cuts enmy in front! Range 2,"H Swordy (LV 5-7), Robot Control Comp 2 GMD, Central Area 3 GMD",25,,,CG/CF,,,,,,,,,,,,,,,
,72,73,image74.png,LongSwrd,Sword,100,Cuts enmy in front! Range 2,L Swordy (LV 9-S),25,,,CG/CF,,,,,,,,,,,,,,,
,72,73,image74.png,LongSwrd,Sword,100,Cuts enmy in front! Range 2,"S ExpoFldr, SoulFldr, Swordy (LV 7-10), Chip Order",25,,,CG/CF,,,,,,,,,,,,,,,
,73,74,image73.png,WideBlde,Sword,150,Cuts enmy in front! Range 3,"B ExptFldr, Seaside Area 3 PMD, Chip Order",38,,,CG/CF,,,,,,,,,,,,,,,
,73,74,image73.png,WideBlde,Sword,150,Cuts enmy in front! Range 3,"R Green Areas BGMD, Judge Tree Comps BGMD",38,,,CG/CF,,,,,,,,,,,,,,,
,73,74,image73.png,WideBlde,Sword,150,Cuts enmy in front! Range 3,W Undernet 2 GMD,38,,,CG/CF,,,,,,,,,,,,,,,
,74,75,image79.png,LongBlde,Sword,150,Cuts enmy in front! Range 2,"B ExptFldr, Pavilion Comp 4 BMD, Chip Order",38,,,CG/CF,,,,,,,,,,,,,,,
,74,75,image79.png,LongBlde,Sword,150,Cuts enmy in front! Range 2,M Aster Land normal stock (6200 Z),38,,,CG/CF,,,,,,,,,,,,,,,
,74,75,image79.png,LongBlde,Sword,150,Cuts enmy in front! Range 2,V (JP)(LC) Undernet 3 GMD,38,,,CG/CF,,,,,,,,,,,,,,,
,75,76,image75.png,FireSwrd,Fire,140,Cut enmy 3sq fwrd w/fire,"F Swordy2 (LV 9-S), RarSwrdy (LV 7-S)",30,,Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,75,76,image75.png,FireSwrd,Fire,140,Cut enmy 3sq fwrd w/fire,"O (CF) Swordy2 (LV 7-10), JudgeTree Comp 3 GMD, Chip Order",30,,Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,75,76,image75.png,FireSwrd,Fire,140,Cut enmy 3sq fwrd w/fire,Z (CG) Swordy2 (LV 7-10),30,,Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,76,77,image76.png,AquaSwrd,Aqua,160,Cut enmy 3sq fwrd w/aqua,"A Swordy3 (LV 9-S), RarSwrdy2 (LV 7-S), Pavilion Comp 4 GMD",32,,Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,76,77,image76.png,AquaSwrd,Aqua,160,Cut enmy 3sq fwrd w/aqua,"I (CG) Swordy3 (LV 7-10), Chip Order",32,,Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,76,77,image76.png,AquaSwrd,Aqua,160,Cut enmy 3sq fwrd w/aqua,Y (CF) Swordy3 (LV 7-10),32,,Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,77,78,image77.png,ElecSwrd,Elec,120,Cut enmy 3sq fwrd w/elec,"E Central Area 3 PMD, (JP)(LC) Undernet 3 GMD",35,Paralyzes for 90F.,Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,77,78,image77.png,ElecSwrd,Elec,120,Cut enmy 3sq fwrd w/elec,K Chip Order,35,Paralyzes for 90F.,Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,77,78,image77.png,ElecSwrd,Elec,120,Cut enmy 3sq fwrd w/elec,N Chip Trader,35,Paralyzes for 90F.,Secondary Sword,CG/CF,,,,,,,,,,,,,,,
,78,79,image80.png,BambSwrd,Wood,150,Cut enmy 3sq fwrd w/wood,H Chip Trader,34,,"Non-Flashing, Secondary Sword",CG/CF,,,,,,,,,,,,,,,
,78,79,image80.png,BambSwrd,Wood,150,Cut enmy 3sq fwrd w/wood,S Chip Order,34,,"Non-Flashing, Secondary Sword",CG/CF,,,,,,,,,,,,,,,
,78,79,image80.png,BambSwrd,Wood,150,Cut enmy 3sq fwrd w/wood,W Seaside Area 3 NetMerchant (4200 Z),34,,"Non-Flashing, Secondary Sword",CG/CF,,,,,,,,,,,,,,,
